Modulo,Recurso,Operacion,Endpoint,Proteccion,Expresion exacta,ROL_CONTADOR,ROL_PLANEADOR,Notas,Archivo,Linea
Produccion,EtapaPlantilla,CREAR,POST /api/produccion/plantillas/{productoId},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_LIDER_ALIMENTOS','ROL_LIDER_HOMEOPATICOS','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/EtapaPlantillaController.java,29
Produccion,EtapaPlantilla,EDITAR,PUT /api/produccion/plantillas/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/EtapaPlantillaController.java,40
Produccion,EtapaPlantilla,ANULAR,DELETE /api/produccion/plantillas/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/EtapaPlantillaController.java,48
Produccion,EtapaPlantilla,EDITAR,PATCH /api/produccion/plantillas/{productoId}/reordenar,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/EtapaPlantillaController.java,55
Produccion,EtapaPlantilla,LISTAR/VER,GET /api/produccion/plantillas/{productoId}/preview,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/EtapaPlantillaController.java,63
Produccion,EtapaProduccion,EDITAR,PUT /api/produccion/etapas/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('PROD_OP_EDIT','ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/EtapaProduccionController.java,49
Produccion,EtapaProduccion,ANULAR,DELETE /api/produccion/etapas/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('PROD_OP_EDIT','ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/EtapaProduccionController.java,62
Produccion,OrdenProduccion,EDITAR,PUT /api/produccion/ordenes/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('PROD_OP_EDIT','ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/OrdenProduccionController.java,121
Produccion,OrdenProduccion,ANULAR,DELETE /api/produccion/ordenes/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('PROD_OP_EDIT','ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/OrdenProduccionController.java,138
Produccion,OrdenProduccion,CREAR,POST /api/produccion/ordenes/{id}/etapas/clonar,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('PROD_ETAPA_CLONE','ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/OrdenProduccionController.java,188
Produccion,OrdenProduccion,CREAR,POST /api/produccion/ordenes/{ordenId}/etapas/{etapaId}/checklist/{itemId}/reabrir,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('PROD_ETAPA_CHECKLIST_WRITE','ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/OrdenProduccionController.java,289
Produccion,OrdenProduccion,CREAR,POST /api/produccion/ordenes/{ordenId}/backfill-salida,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('PROD_OP_WORKFLOW_FINALIZE','ROL_SUPER_ADMIN','ROL_JEFE_PRODUCCION')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/OrdenProduccionController.java,305
Produccion,Produccion,LISTAR/VER,GET /api/produccion/registro/{id},SecurityConfig,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN)",DENY,ALLOW,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/produccion/controller/ProduccionController.java,38
Produccion,Produccion,ANULAR,DELETE /api/produccion/registro/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/ProduccionController.java,46
Produccion,ProduccionReportes,LISTAR/VER,GET /api/produccion/ordenes/{id}/batch-record/pdf,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_JEFE_CALIDAD,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('PROD_BATCH_RECORD_EXPORT','ROL_JEFE_PRODUCCION','ROL_JEFE_CALIDAD','ROL_PLANEADOR','ROL_SUPER_ADMIN')",DENY,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/ProduccionReportesController.java,41
Calidad,CalidadAuditoria,LISTAR/VER,GET /api/calidad/auditoria-lote/{loteId},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_PLANEADOR,ROL_CONTADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_PLANEADOR','ROL_SUPER_ADMIN')",DENY,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/CalidadAuditoriaController.java,26
Calidad,Capa,LISTAR/VER,GET /api/calidad/capas/{id},SecurityConfig,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,CONTROL_DOCUMENTAL_WRITE)",DENY,DENY,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/calidad/controller/CapaController.java,40
Calidad,Capa,CREAR,POST /api/calidad/capas,SecurityConfig,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN)",DENY,DENY,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/calidad/controller/CapaController.java,46
Calidad,Capa,EDITAR,PUT /api/calidad/capas/{id},SecurityConfig,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN)",DENY,DENY,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/calidad/controller/CapaController.java,52
Calidad,Capa,EDITAR,PATCH /api/calidad/capas/{id}/cerrar,SecurityConfig,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN)",DENY,DENY,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/calidad/controller/CapaController.java,58
Calidad,Capa,CREAR,POST /api/calidad/capas/{id}/archivos,SecurityConfig,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN)",DENY,DENY,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/calidad/controller/CapaController.java,64
Calidad,Capa,LISTAR/VER,GET /api/calidad/capas/{id}/archivos,SecurityConfig,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,CONTROL_DOCUMENTAL_WRITE)",DENY,DENY,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/calidad/controller/CapaController.java,75
Calidad,Capa,LISTAR/VER,GET /api/calidad/capas/{capaId}/archivos/{archivoId}/descargar,SecurityConfig,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,CONTROL_DOCUMENTAL_WRITE)",DENY,DENY,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/calidad/controller/CapaController.java,81
Calidad,Capa,ANULAR,DELETE /api/calidad/capas/{id},SecurityConfig,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN)",DENY,DENY,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/calidad/controller/CapaController.java,94
Calidad,ChecklistCalidad,LISTAR/VER,GET /api/calidad/checklists/{id},SecurityConfig,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION)",DENY,DENY,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/calidad/controller/ChecklistCalidadController.java,25
Calidad,ChecklistCalidad,EDITAR,PUT /api/calidad/checklists/{id},SecurityConfig,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION)",DENY,DENY,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/calidad/controller/ChecklistCalidadController.java,35
Calidad,ChecklistCalidad,ANULAR,DELETE /api/calidad/checklists/{id},SecurityConfig,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION)",DENY,DENY,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/calidad/controller/ChecklistCalidadController.java,40
Calidad,DocumentoCalidad,CREAR,POST /api/calidad/documentos/{id}/versiones,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/DocumentoCalidadController.java,51
Calidad,DocumentoCalidad,LISTAR/VER,GET /api/calidad/documentos/{id}/versiones,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/DocumentoCalidadController.java,62
Calidad,DocumentoCalidad,LISTAR/VER,GET /api/calidad/documentos/versiones/{versionId}/download,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/DocumentoCalidadController.java,68
Calidad,DocumentoCalidad,EDITAR,PATCH /api/calidad/documentos/{id}/obsoletar,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/DocumentoCalidadController.java,81
Calidad,EspecificacionCalidad,LISTAR/VER,GET /api/calidad/especificaciones/{id},SecurityConfig,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION)",DENY,DENY,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/calidad/controller/EspecificacionCalidadController.java,24
Calidad,EspecificacionCalidad,EDITAR,PUT /api/calidad/especificaciones/{id},SecurityConfig,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION)",DENY,DENY,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/calidad/controller/EspecificacionCalidadController.java,34
Calidad,EspecificacionCalidad,ANULAR,DELETE /api/calidad/especificaciones/{id},SecurityConfig,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION)",DENY,DENY,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/calidad/controller/EspecificacionCalidadController.java,40
Calidad,EspecificacionesCalidad,LISTAR/VER,GET /api/calidad/especificaciones/producto/{productoId}/fisico-quimicas,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EspecificacionesCalidadController.java,17
Calidad,EspecificacionesCalidad,CREAR,POST /api/calidad/especificaciones/producto/{productoId}/fisico-quimicas,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EspecificacionesCalidadController.java,23
Calidad,EspecificacionesCalidad,EDITAR,PUT /api/calidad/especificaciones/fisico-quimicas/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EspecificacionesCalidadController.java,31
Calidad,EspecificacionesCalidad,ANULAR,DELETE /api/calidad/especificaciones/fisico-quimicas/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EspecificacionesCalidadController.java,39
Calidad,EspecificacionesCalidad,LISTAR/VER,GET /api/calidad/especificaciones/producto/{productoId}/micro,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EspecificacionesCalidadController.java,46
Calidad,EspecificacionesCalidad,LISTAR/VER,GET /api/calidad/especificaciones/micro/{plantillaId},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EspecificacionesCalidadController.java,52
Calidad,EspecificacionesCalidad,CREAR,POST /api/calidad/especificaciones/producto/{productoId}/micro,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EspecificacionesCalidadController.java,58
Calidad,EspecificacionesCalidad,CREAR,POST /api/calidad/especificaciones/micro/{plantillaId}/clonar-como-nueva-version,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EspecificacionesCalidadController.java,66
Calidad,EvaluacionCalidad,LISTAR/VER,GET /api/calidad/evaluaciones/consolidadas,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EvaluacionCalidadController.java,46
Calidad,EvaluacionCalidad,LISTAR/VER,GET /api/calidad/evaluaciones/evaluaciones,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EvaluacionCalidadController.java,65
Calidad,EvaluacionCalidad,LISTAR/VER,GET /api/calidad/evaluaciones/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EvaluacionCalidadController.java,73
Calidad,EvaluacionCalidad,LISTAR/VER,GET /api/calidad/evaluaciones/{id}/detalle,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EvaluacionCalidadController.java,78
Calidad,EvaluacionCalidad,CREAR,POST /api/calidad/evaluaciones,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EvaluacionCalidadController.java,84
Calidad,EvaluacionCalidad,EDITAR,PUT /api/calidad/evaluaciones/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EvaluacionCalidadController.java,92
Calidad,EvaluacionCalidad,ANULAR,DELETE /api/calidad/evaluaciones/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EvaluacionCalidadController.java,99
Calidad,EvaluacionCalidad,LISTAR/VER,GET /api/calidad/evaluaciones/archivo/{nombreArchivo:.+},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EvaluacionCalidadController.java,105
Calidad,EvaluacionCalidad,CREAR,POST /api/calidad/evaluaciones/{evaluacionId}/resultados-micro,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_MICROBIOLOGO,ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_MICROBIOLOGO','ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EvaluacionCalidadController.java,143
Calidad,EvaluacionCalidad,LISTAR/VER,GET /api/calidad/evaluaciones/plantillas/micro/producto/{productoId},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_MICROBIOLOGO,ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_MICROBIOLOGO','ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EvaluacionCalidadController.java,155
Calidad,EvaluacionCalidad,LISTAR/VER,GET /api/calidad/evaluaciones/{evaluacionId}/resultados-micro,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_MICROBIOLOGO,ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_MICROBIOLOGO','ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/EvaluacionCalidadController.java,164
Calidad,ItemChecklist,LISTAR/VER,GET /api/calidad/checklist-items/{id},SecurityConfig,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION)",DENY,DENY,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/calidad/controller/ItemChecklistController.java,24
